id,puzzle,solution,clues,difficulty
17,..6.9..75.2......95..2.....6.4...8.2.1..2.....3.8....1...578...8....3.9.........7,386194275127685349549237618694751832718326954235849761961578423872413596453962187,24,0.0
18,.....18...1...........5.93..4.3....6.6..48....3.52.4...79...3....6.73.....26.9.1.,593761842814932675627854931248397156765148293931526487479215368186473529352689714,26,0.0
19,..2.6...98.9..5...1......6....6..1..45.9..87....1...5......9.3.7...2..149.....2..,372861549869745321145293768287654193451932876693187452528419637736528914914376285,25,0.0
20,..2..7.1..6.93..78.9.......6....4.82...7...46.1......3.3164.....59..3.......9....,382457619564931278197826435675314982923785146418269753831642597259173864746598321,26,0.0
21,..2....1.5....14....8..6....5......27..3.....92.....63...13.....6..82.744........,642753918537891426198246357853467192716329845924518763275134689361982574489675231,23,0.0
22,59...4..3..........72.93...7..516.....6....8..3...2..99...7....6.......4...8..63.,591764823364258197872193456789516342426937581135482769943675218658321974217849635,24,0.0
23,...48.6....3..7...5....9.427.......5...9..13..8..3..7.....6...8......2...5.....93,921483657463257981578619342739146825245978136186532479392764518817395264654821793,23,0.0
24,4..5.7.2....6.9.....6......831....4.......7.2..5..1..368.....91.7.418.....2......,418537629357629184296184357831762945964853712725941863683275491579418236142396578,25,0.0
25,....2.....48...6...7.64....3.....8245.......371...3.....14.7.32.2.............7.8,659728341248319657173645289396571824582964173714283596861457932927836415435192768,24,0.0
26,..9.7.3....74....6.4..5...9.9.....1.3.........8.13.4....869........28..4.....56..,519276348837419526246853179794562813321984765685137492458691237163728954972345681,24,0.0
27,....3..246.4..2........8..1.5...72.31..5...8.....8.....2.4........3...65.67...9..,785931624614752839293648571458167293172593486936284157529476318841329765367815942,24,0.0
28,8..1.9.......3..4.74..2..........6.7.6..53..4....821...9......3..3...9.2.7....8..,835149726926837541741526398382914657169753284457682139698275413513468972274391865,24,0.0
29,....3.4.5........8.1..589....7.4.....3.....1.15.7.3...4..8...5.9......63681......,798136425546927138312458976267541389834692517159783642423869751975214863681375294,25,0.0
30,..2...1....7.8..9...6.23..7...41.8...2....7.......9.1....93..........26.6.3.4...8,852697134137584692946123587379415826521368749468279315285936471794851263613742958,24,0.0
31,46.....73...6.......5....2.91..326...3...7...6....8..9.73...4.....5.........298..,469285173721693584385741926917432658538967241642158739273816495896574312154329867,24,0.0
32,3.5.8.2...6831..........6..74.6...5.8..79.........1...4.....7.3.......456......2.,375486291268319574914527638741638952832795416596241387489152763127963845653874129,24,0.0
33,3...5..1...4..3..2....9...8......5..1.....2...63.8...9..8472..669.....37.........,329758614854163972716294358947326581185947263263581749538472196692815437471639825,24,0.0
34,.3..8.6..6...3.2....5.6.71...3.....25..3.64.7.7..4.........584.........1..21.....,731582694694731258285964713143857962529316487876249135317625849968473521452198376,25,0.0
35,.........7....842.....5..6.....2.37.....47.........8.58...1...9..5.39..2..6...75.,694172538753968421128453967569821374381547296247396815832715649475639182916284753,23,0.0
36,..7..5.9.....7..45........651...9.........26....218.....8....2..6...1..4.2...43.7,637485192291376845854192736512639478389547261476218953148753629763921584925864317,24,0.0
37,...9.8..3....4......7...6816.2...3.8...27.........59..1.3.6.....6.3...9.8..1.....,526918743381647259497523681652491378938276514714835962143769825265384197879152436,24,0.0
38,.......9..56...1..4.2.5...6...8.6.3.317......2..9..........76.......3..578....4..,831764592956328147472159386594876231317245968268931754143587629629413875785692413,23,0.0
39,.......966.....8.4..71.........8.7...8249.......3...5.94.....31.5...1..2..6......,234758196615923874897164325361285749582497613479316258948672531753841962126539487,23,0.0
40,..5.7.9237.8....4.2...........3.15.2652..8........9.8....2..8..8.74.......9.....5,415876923738952146296134758984361572652748391173529684541293867867415239329687415,26,0.0
41,.16.3..7..5...7..2..8.6..15..3......16.5......72.....432..9................6..758,216435879954817632738269415843976521169542387572381964325798146687154293491623758,25,0.0
42,..61.4.........98.3....8....192..8.6..7.......4...3.2......6.1..7......9..48..2..,786194352451362987392578641519247836237685194648913725925736418873421569164859273,23,0.0
43,....2...5..18...2....5..6..7......5342.......6.9....8......7.94..34.2.....6.1...8,397126845561843729284579631718264953425938167639751482152687394873492516946315278,24,0.0
44,...5..8.7..6.7.12...21.....8...5..341...2.....43..8...7...3..62.......5.4.....7..,314562897586479123972183546827651934159324678643798215791835462268947351435216789,25,0.0
45,.......4.....9...893.........1.3...6........3.468.59..5.4..8......1.......8.67..1,185673249462591738937284165751932486829746513346815972514328697673159824298467351,22,0.0
46,7...1..35...3....2....29...3....7..8..4.9.1.....8.6.5...8......56....87....6.....,729418635481365792635729481396157248854293167217846953948572316562931874173684529,23,0.0
47,9...13....5..7..4...6.....92..4....7.3...6......53..9..93.....4....4....5.48.1.2.,947613852352978146186254739215489367739126485468537291893762514621345978574891623,25,0.0
48,.5...2..1......625....9.......4...189............315....3.1....5.2..74.6..896....,357642981849173625126598743765429318931856274284731569693214857512387496478965132,24,0.0
49,6..237............8.2.............89.9....25....87.6....6......2.5...346...1.3..7,649237815137985462852614973463521789798346251521879634376452198215798346984163527,23,0.0
50,.3..7...1..1...728....9..6..7.8.5.4..5...1...24.............5.....25.3...84..7...,836472951491563728725198463173825649659741832248639175362984517917256384584317296,24,0.0
51,..291.........7.....4...35........3......3.656..4.1...24..9........5.1.8..9....4.,372915684586347912914682357827569431491823765635471829248196573763254198159738246,22,0.0
52,..8...1.4....37..2.25.1...9...79....2......3..312......5..79.........58...6..8.1.,378952164169437852425816379584793621297681435631245798853179246912364587746528913,25,0.0
53,...9....7..3.2..5..6...83.......1.2.......1.4.78...6...57.3..8.......7..69.4....3,215943867983726451764518392546371928329865174178294635457139286831652749692487513,24,0.0
54,4....2..86....921.85.6....4..6.............7.247..1..9.......9..8976.......9..4..,491532768673849215852617934916275843538496172247381659724158396389764521165923487,25,0.0
55,....31...6....2....5...7.947..1..6.8.....37...25........45...2............9.6.3..,982431567647952813351687294793125648416893752825746139134578926268319475579264381,22,0.0
56,43.........18.......5..7.1.9..3....7.....81..2.46....8..7....3..5.....79.2..65...,432519786791836452685247913918324567563978124274651398847192635156483279329765841,24,0.0
57,.2....857....8..9.1....3...97...........1..484....2.36....2......7.9.4..5.17....3,623149857745286391189573624976438512352617948418952736864325179237891465591764283,25,0.0
58,..5...7....7....362..5..4....67.8..194..5...3....3.........9.8..69......5......4.,685394712497821536213567498326748951948156273751932864134279685869415327572683149,23,0.0
59,....1........496.3..1.....5.1.8...6.8...6.7..59.2.......4.2.......5...9.......5.8,469315287285749613371682945712853469843961752596274831954128376628537194137496528,22,0.0
60,.3.5..2....57.8...7.6..18.....4....7.......52.72...1.35.9..7..6..7......16..4....,938564271215798364746231895351426987894173652672859143529387416487612539163945728,26,0.0
61,5...3...83..1.6....7.....348......9....49.....4...75.6........765....1.3.1..2....,596234718384176259271985634837562491165498372942317586423851967658749123719623845,24,0.0
62,......7.4..5.643.1..9....85..8.9....2.........91236.4..3.5.......6..89..........7,623185794875964321419372685358491276264857139791236548137549862546728913982613457,25,0.0
63,1......28.....4.5....71......8..6.1...6.7.4....29......2...3..6....8...7.81.9....,164539728273864951895712364738426519956371482412958673527143896649285137381697245,23,0.0
64,..65.2...82...7....3.41.2.....19.5..64..........7...3..5.37..1......6742.........,916582473824637951537419268378194526645823197291765834452378619183956742769241385,25,0.0
65,.6..93.1..3..2.5.............58...274..1....9.......5...6.8....3.2...6.....57..4.,568493712934721586271658934615849327427135869893267451746382195352914678189576243,23,0.0
66,......5..1..8.62.........17.8.5.2...9......8.6.39.4.....6....2....3..7.5.5.4.7...,362719548147856239598243617481532976925671483673984152736195824214368795859427361,24,0.0
67,....94.....28..9....5..7..4.4.....7..1.3..8...8.....9....63.2.7..3..9..6.......1.,631594728472813965895267134346928571519376842287145693954631287123789456768452319,23,0.0
68,.4..2.....6...7.8.3.91..7.......6.4..94..........35...7.59....1....5..23.........,847529316561347289329168754253896147694271538178435692735982461916754823482613975,22,0.0
69,.....3.........1.3.6..98.7..3.......4.82.53...527..6..645......1....75....7.8....,271453869894672153563198472736819245418265397952734681645921738189347526327586914,25,0.0
70,.....7..8....12...6..9...2198......6.3......4...73..8.52....3.....5.........8..42,251367498879412653643958721987245136135896274462731985528674319314529867796183542,23,0.0
71,.47..5..1...3.8...........5..3.8.25..6..1...8...43.....1.6.4...2......7.4...5...2,347265891591348627628179345173986254964512738852437169719624583235891476486753912,24,0.0
72,.8....7..956.4.......8....38..57.....21.....7.....69....9..32.6.6...........213..,483219765956347128217865493894572631621934857735186942179453286362798514548621379,24,0.0
73,..3...5.7.72..1...8......1.4..6....9..85..2......8.........4..55.....98..46...3..,913468527672351498854927613421673859768549231395182746289734165537216984146895372,23,0.0
74,7....2.......3...5.2.6...47.5...7...2.4...5.9..1.5..84.8...549..1.8........19....,736542918498731625125689347859427136264318579371956284683275491912864753547193862,26,0.0
75,..4.5.9..7.....3.22.9..8...5.7...1.....8......1...6.4......26174..5.3.9..........,134257986768149352259638471587924163643815729912376845395482617471563298826791534,24,0.0
76,5.2..9..397.6.........8..4...............2.3561.4.5.2...52...9........18.3....5..,582149763974623851361587249253791684497862135618435927145278396729356418836914572,24,0.0
77,7......45............15...9..4...82..6.....9.23.....6131.62.........9....9.8.1..3,781963245529748136643152789954316827167285394238497561315624978876539412492871653,24,0.0
78,..5.1....93.....21..82........8..5.....19...2...4..8.....72....4...3..56..1.463..,725319648934685721618274935342867519856193472179452863563728194487931256291546387,25,0.0
79,4...2...365..1...92.9...1.7.....83.1....5....1.5.......486........4.9.8......2...,481927563657314829239865147764298351893156472125743698948671235512439786376582914,24,0.0
80,.4.....7..3.7..98...2...5.......689.....13..6.1...5...........9.7..8.6..5.31.7...,945628173136754982782391564354276891827913456619845327468532719271489635593167248,24,0.0
81,5..6...2....27.....91.....8..5.1.2..........11.8..3..4..34...7.8...32.5.....87.4.,587691423346278915291345768465819237739524681128763594913456872874932156652187349,26,0.0
82,9.1.......3..6....48..3.......3...1.....14.7.7..9..65.8..4......9....16......6.29,971542386235869741486137295629375418358614972714928653862491537597283164143756829,24,0.0
83,3..6..1.....2.9.6..2.58..3.87....2.9..5...6...9...8.1...9.4.........2........54.8,358674192741239865926581734873156249215493687694728513569847321487312956132965478,25,0.0
84,..9.....32.1......8..794....1.98.7.4....62....9......2.....38..6.....9....4.2.3..,549218673271536498863794215312985764758462139496371582927153846635847921184629357,24,0.0
85,.7............632...29.4....4.18..9..........76..43...3...75...8....9..6......14.,573821964491756328682934571245187693138692457769543812316475289854219736927368145,23,0.0
86,8...7.1....63....2.95..4..........64.526...13....5.......5...21......7...64..7...,823976145476315982195284637389721564752649813641853279937568421518432796264197358,24,0.0
87,78..4.....421.7.39.........4...6..17.1..5...3......89...12.8.....7..6.......1....,789643125542187639136592748423869517918754263675321894391278456257436981864915372,24,0.0
88,...3.7.2...9.2.7...4.........1..68.2....3....6..8.4......5.3....679..45.19.......,516387924839425761742169385451796832978231546623854197284573619367912458195648273,24,0.0
89,.9..81....2.....58..1......1......8...36.....48...95...74...........536...24...1.,795381642326974158841562739169257483253648971487139526674813295918725364532496817,23,0.0
90,1.8.6.......9.7...67..3.49..89.1..5....5.....7.....963.5462...........3.........1,198462375543987126672135498489316257236579814715248963354621789861794532927853641,25,0.0
91,........779.1.42....6........5..81.........5..819..63.2.....9.3.6...14.....4.6...,152869347793154286846732591325648179679213854481975632214587963567391428938426715,24,0.0
92,94.....3.....13..22.......9..5...3...7.....6.8.......7..12..5..32...4........9.71,948572136756913482213846759165798324479321865832465917691287543327154698584639271,23,0.0
93,.9.2..4..6....8.....5.3.8....25.13.49......6.....27............8...4...1.6....257,198256473634178529275439816782561394951384762346927185513792648827645931469813257,24,0.0
94,.1.69......4..7..6.6.3....7.78...9.12.3.....4.....3.6.....6..4....1.....1.7.42...,715694328394287516862351497678425931253916874941873265529768143486139752137542689,25,0.0
95,..2...75..69.8.3.....3.1..9.....4.......72...1.7.........6...4...17....55...4.69.,312469758469587312785321469826954173934172586157836924293615847641798235578243691,24,0.0
96,...5..26...9...4.7...4.658.8.....63.4....2.5..9.65......78............9....2.97.6,384517269659328417721496583875941632463782951192653874937864125246175398518239746,26,0.0
97,.8...........19..2..43...6......65....347...9.6.....4...152.8.7...6.....53.7.....,187264935356819472294357168472936581813475629965182743641523897728691354539748216,24,0.0
98,7...2....8.....97..567......2..695.11..3..6.......4....9......56...5.7..5....816.,714926358832145976956783214427869531185372649369514827291637485648251793573498162,26,0.0
99,..3...78...1.89..5....24...9....5..61......7..8724...3..8....5........4....96.8..,293156784471389265856724319934875126125693478687241593368412957719538642542967831,25,0.0
100,8..9......4....12...5.6....5....7.......1..9..7..5.....925...38.....6....8719.5..,861942357943785126725361489519237864236418795478659213192574638354826971687193542,24,0.0
101,.....5....9.......3..9...7.7.2....5.8.....1.....3.1.6..2.83...15..6.923.....7...6,478165923296743815351928674712496358863257149945381762627834591584619237139572486,24,0.0
102,.....5.1...9...47.75...6......2..6..4.8.......65...2.....15..2.3....9......6.89..,243975816689312475751846392937281654428567139165493287896154723314729568572638941,23,0.0
103,......4.....2..6.5.37..1........6.833..1...7.4....8.2..2.39..4............8.6....,862953417194287635537641892215476983386129574479538126621395748753814269948762351,22,0.0
104,...7...5.....23..8..4.....3....8..6.5..4......7...23.1..56..4....95...2..3..4....,318764952957123648264895713192387564583416297476952381825671439749538126631249875,23,0.0
105,..75.8........9..895...63...4.....7..6....4...9.2....6....9..54..6.....9....31...,637548291214379568958126347142863975865917423793254816381692754426785139579431682,23,0.0
106,6.....7.8.....6124.8...2.......5...6.6....259..79..41..21.........49....4.9......,642519738795386124183742695914253876368174259257968413821635947576491382439827561,25,0.0
107,29...1.5.35.....9....8........6..........457..4.31.68......3..9...5.67...297.....,296431857358267194714859236583672941162984573947315682875123469431596728629748315,25,0.0
108,..4162...9.........52...3..2..7....8.1...9..6...213...6.3...1..5..9.......8.3..2.,374162859961385742852497361239756418715849236486213975623578194547921683198634527,25,0.0
109,..9...2.55..2.174.....8...9.4.......8..1.2..7.2..7.6.8.........9....73.2....159.4,419736285568291743273584169347968521896152437125473698754329816981647352632815974,27,0.0
110,1826......5...3.2..7.....8.6....4.9.......1.4....5.7......4.........6...3...2.469,182695347456783921973412685635174892297368154841259736569841273724936518318527469,23,0.0
111,.....21..4........3...7.56.........87...29.3...946.....9........86..54...3...4.92,968542173475136289312978564623751948741829635859463721194287356286395417537614892,24,0.0
112,.......168.5..6.4.1...2.5..2.....4...4...5.3..7..6.........96....9.48.53..1.5....,732594816895176342164823597218937465946285731573461289457319628629748153381652974,25,0.0
113,.....4....1...74...7.....98...8.6.5.....1..273...2.....8..6.2..7..4...1..6...98..,258694731913587462674132598127846359845913627396725184489361275732458916561279843,24,0.0
114,.....9..19..56..3..2....6...........2.1....8..35.14.2...7..3.92...84.31.5........,756329841914568237328471659469285173271936584835714926187653492692847315543192768,25,0.0
115,4.......1......97...5..1.2...216..8...75.3.4..........9....6..56..3......587.4..9,439672851216458973785931624542169387897523146163847592971286435624395718358714269,25,0.0
116,.67......5...8.21...3....9...6.25.737.....9.5......1.....2.3.6....94.7...4.......,267194358594386217183572694916425873732861945458739126871253469625948731349617582,24,0.0
117,.3....6.7....5..4..4.93..5....8..716...2.....5.7.6.....94...2.38..42...16........,935184627178652349246937158329845716461279835587361492794518263853426971612793584,26,0.0
118,5.7.2.8..6....8.5..8..3......8...42...56.....2.4...7...7.3.1.........5....2...9.4,547129863623478159981536247398715426715642398264983715479351682836294571152867934,24,0.0
119,...5....7..4..3..2.95.6.....6....49..89.2.........4...6.......8.7.....3.2..8.1.4.,326548917814793562795162384162387495489625173537914826641239758978456231253871649,23,0.0
120,..7.1.....6........3.85.4...26...5...7..98.4.........21....56.9......2...8.7...1.,497612853568473921231859467926147538375298146814536792142385679753961284689724315,23,0.0
121,..69..7.17....4...59..3..4..8..23..6.3.....9....81...2...1..........692.4........,846952731713684259592731648987423516231567894654819372325198467178346925469275183,24,0.0
122,4...1...8.......3.97...5...7..68...4....3.2....3.7..9....46.9..82.....46......1..,432916758516827439978345621795682314184539267263174895357461982821793546649258173,24,0.0
123,2..8.......79..8...9...564........5...1..4.........4.7....2.....7..6193..183..7..,245816379167943825893275641924687153781534296356192487639728514572461938418359762,24,0.0
124,.........2..5..1..839..1.....5.7..6.94....7...87.3.9.........2......783452.....1.,751824396264593178839761245315978462942615783687432951473186529196257834528349617,25,0.0
125,..4..9...5....32.69....6.3..8.............84....12.7....98..1...436.2......3.....,364289517578413296912756438781964352296537841435128769629845173143672985857391624,23,0.0
126,4......8....1.......864.2.......3....1......8.3.....76623.5.....5.8.26.7....3..9.,462375189395128764178649253847263915516794328239581476623957841954812637781436592,24,0.0
127,......637.2..5.8.....8.......1..83.....6...752.34.......43.........9..1.3.5..6.4.,598142637426753891137869452751928364849631275263475189914387526682594713375216948,24,0.0
128,7.4...5.938.....1.95..6...4.....52...4.........16.7....3..5419...............3.8.,714832569386549712952761834863495271247318956591627348638254197175986423429173685,24,0.0
129,5.79..62..6......1.9..5....7..5....3..9..1.4.2....4.........7..8.....3...756..8..,547913628362487591198256437714562983689371245253894176936128754821745369475639812,24,0.0
130,..215...717..6..5.3......82..8.75.........8.3.9.6.....7....1......59..3..1.3.7...,842153697179862354365749182638275419527914863491638275753481926284596731916327548,26,0.0
131,..8..691..3....4......8...2..7.1.2.53...7...69....3........18..2..63..79.4.......,528346917136297458479185362867419235354872196912563784695721843281634579743958621,25,0.0
132,7.42.........6...9.9257.3...5.....28....2.1.4.4.....5.6..81.....2...6.9.....42...,764293581513468279892571346159634728387925164246187953675819432421356897938742615,26,0.0
133,..2.8.3...5.6.....1.4.....6..38...7..1...9.3.7...26.8..48..57..2...9.1...........,672984315359612847184537296423851679816749532795326481948165723267493158531278964,25,0.0
134,.6.8....912...7.3.79.2.5.......81..........1..3.9...745..4.....64.5.3..2......3..,365814729124697538798235461472381956956742813831956274513428697649573182287169345,26,0.0
135,.1..9.......56..7..58...24....94....2....3...9.....6.8....3...5.....8.2.49..7....,712894356349562871658317249586941732271683594934725618827139465163458927495276183,23,0.0
136,.......743..27...6....3.....8...9....47....2.......5937..9......3....4..1.9.5..3.,251698374398274156476531982583129647947365821612847593764983215835712469129456738,23,0.0
137,6...1...5..15.....4.8....6.7...9....2..3...4..1...4.3..7.4...29.....2.......8...1,627813495391546287458927163734298516269351748815764932176435829983172654542689371,23,0.0
138,.7..2.6.32.3...4.1....4..9.7.83.5.2..1.............93.....625..8.........65.1....,574129683293658471186743295748395126319276854652481937437962518821534769965817342,25,0.0
139,...7.8..19.8....5.7.........4.29...7..7.4.3.8....6..4......1..93..98...2.5..3....,563728491928416753714359286845293167697145328231867945482571639376984512159632874,25,0.0
140,..5.3............393.1.5..4...8....9.8..19..6.1.....3......86.27..5..4..1....4...,845937261271486953936125784657843129382719546419652837594378612723561498168294375,24,0.0
141,........7..46..3.....82..5..9...6...3...9...67..1..4.5423.........3...8.......72.,256931847984657312137824659591746238348295176762183495423578961679312584815469723,23,0.0
142,...7.2..46754....8.4......9.....15..3...8....1..9.34...8........27.....6....4.97.,819732654675419328243856719794621583362584197158973462981367245427195836536248971,25,0.0
143,.3....7......8..262..1.7..3.....814.....42.3..5.6.....8.2...4.1615.............8.,938256714571483926264197853726538149189742635453619278892375461615824397347961582,25,0.0
144,3.68..54....9..6.3..8.2.....2..9..3.....1....16.....9....5.7.6.4.....95..1.......,396871542271954683548326719724695831859213476163748295982537164437162958615489327,24,0.0
145,..12.8...3.......5.4..7.2.8...4..3..4.8.2..6..1.....8...5..3..99.............753.,751298643382164795649375218297486351438521967516739482175643829963852174824917536,24,0.0
146,9.27......8.....19....6.2...4..3685....5.....8..1.......89.4.....4.2...65......42,952713468687452319431869275149236857376598124825147693268974531714325986593681742,25,0.0
147,.84....6......378....1..9..14.8..2.7..63.7.9...........1..........5.2.39....4..25,384729561951463782672185943143896257526317498897254316215938674468572139739641825,25,0.0
148,...7..5..9.2.....145.9...6..3..6.1...........7..54...3...2.3...2..1...95..9..8..6,316784529982635741457921368534869172628317954791542683865293417243176895179458236,25,0.0
149,.....61..63.....7....4..5..5.4..2...1......9....1..236..........45.1.3....6.58..2,459786123632591874871423569564932718123867495987145236398274651245619387716358942,24,0.0
150,.4..1...229..4...1..7....5..743.8.19..6....8.98......56....5........3..4...7.....,843517962295846731167239458574328619316954287982671345628495173759163824431782596,25,0.0
151,.51....6...9....1..2..7..89...1.3...4.5.8....2..5.78................6.91.8....2..,351928467879465312624371589768143925495682173213597846937214658542836791186759234,23,0.0
152,.......12...25.49..6.4.9.8......53....874....6...8..2.24.....31....1....8......7.,495836712783251496162479583927165348318742659654983127246597831579318264831624975,25,0.0
153,.9.........1.....5.539....2.8..1.7..912.8..6.7....9...6..2.........5..39....3.1..,897125346261843975453976812386512794912487563745369281638291457124758639579634128,24,0.0
154,........8...713.....2.9....3..24....7.8....4.........6.6...8.31...5...2..87.2.5..,173652498849713652652894173316245789798136245524987316265478931431569827987321564,23,0.0
155,..3...84..68..5.1......6..9.36..42...5..2..3....67................5...9.4153.2...,523719846968245317174836529836954271759128634241673985692487153387561492415392768,25,0.0
156,......5..46..7..1..9..2...6..6.9...75.94...2.74...6..........45.....89...18...7..,372681594465379218891524376126893457589417623743256189937162845254738961618945732,25,0.0
157,..92.....48......36...3.1.4...81.64.29.7..8.........7...1...4...4.....8587...3...,319246758485971263627538194753812649294765831168394572531689427946127385872453916,26,0.0
158,....6...426.71..5......8..24.5.......3....7..7.....31..1.5...8.8..2......7.9.6...,158362974264719853397458162485137629931625748726894315619543287843271596572986431,24,0.0
159,5...........96142..9..7...........6.75.8.4...28...9.3....24...6.....5.1.........8,561428973873961425492573681139752864756834192284619537918247356647385219325196748,23,0.0
160,...4..6.1.9...6.....8.12......3..42.4...6..3..76.8.....2.5.....6.9..7...........5,237459681194836572568712394985371426412965738376284159821543967659127843743698215,23,0.0
161,....34.65..2.5.....652..9.1..3.79....4......6917....4.1..7.64..72................,871934265392651874465287931653479182248315796917862543139726458726548319584193627,26,0.0
162,...58....5.....8.......69.2378.2......4.1.......45..6..8....3.9.......1..421.....,439582176526971834817346952378629541654817293291453768185764329763298415942135687,23,0.0
163,........3..6..5.42......6..1.5..349...4..8....7......552.6.......38.1.5.....34.17,812469573396785142457312689165273498234958761978146325521697834743821956689534217,26,0.0
164,.....2..41....39..5..17.2...6.3...51..34......5....6........1..941....63....8....,798562314126843975534179286267398451813456792459217638685934127941725863372681549,24,0.0
165,..9......6......51.1.3.9...18...3...........5..5.8..72..317.....4..5.....6.9.8.2.,879215346632847951514369287187523469426791835395486172253174698948652713761938524,24,0.0
166,.682..1.......1.....5...4.8.4....61.6...5.....27..9....19...........3.....286..9.,368247159294581367175936428943728615681354972527619843819472536756193284432865791,23,0.0
167,.....9.47.6...523.....4.1...4......6...3...9.5.32.14..1.2....6..8.....1......27..,315829647864715239279643185741958326628374591593261478152497863487536912936182754,25,0.0
168,..1........362..7...8.19...1.53...9......8......56.....84....575.........6.....23,471853269953624871628719534145372698236948715897561342384296157512437986769185423,23,0.0
169,..36.9...42...38.58...2.....9..5......4.....6.....4.......3..6...17...3.5.8...9..,753689142426173895819425673692357481384912756175864329947531268261798534538246917,23,0.0
170,.1.2...........54......8.679...4...3.24..71..3..........35...1..72....9......9..8,715264839268793541439158267951842673624937185387615924893576412572481396146329758,23,0.0
171,..1.....5..49.5.6......79..9.2.....7...82........16..4.6.2.8..........3...7..18.9,891642375274935168635187942912453687746829513583716294369278451128594736457361829,24,0.0
172,4.865.9..5.......3..6...4.17..3.8......59..2.8....4.9....4.2..8..47.6....83......,438651972517249683926873451792368145341597826865124397679432518154786239283915764,27,0.0
173,8.5..67......4...6.....7.....73....249.8...1.......4.7...4......2.93...1.3......5,815296734279143856643587129187354962496872513352619487761425398524938671938761245,23,0.0
174,3....5..67.4..8....2.3.75.9..92..8......4....18......586.....3...5...2.8.........,391425786754968312628317549439256871572841693186739425867592134945173268213684957,24,0.0
175,.....8.1.6...7...347.59....7.......8.5....7...83.6......62.....5..9..4........2..,325648917698172543471593682769421358154839726283765194946217835532986471817354269,22,0.0
176,3.6.79.1....5....4..4.1...3....6.45.......9..7.59..3...7.....65.59..62.84........,386479512217583694594612873928367451631845927745921386873294165159736248462158739,27,0.0
177,.3..9.1.5..4...2...2.6......1.7.....6...324........3.....8..69..5..71.4....9....1,837294165164587239529613784413758926698132457275469318741825693956371842382946571,24,0.0
178,.4.3..2..3.5..........281.5....35..8..62.7.....8........9....7......43......1.684,841356297325791846967428135274135968196287453538649721419863572682574319753912684,24,0.0
179,...9......5..2..47.4..6......5.3.97.2..6.9.147.....6......4.....6.1..2.5..1..8...,172984356956321847843567192615432978238679514794815623589246731467193285321758469,25,0.0
180,....1...93....61..87..3...2...1..9...4.....5.5.3.2.74...7...31.469..........6....,624517839395286174871934562786145923942873651513629748257498316469351287138762495,25,0.0
181,.......8....73....16......2..1..7...6...2.5..2.3.461...7..5....92....43....3.....,732615984849732651165498372451987263697123548283546197374259816926871435518364729,23,0.0
182,9.5..4...7....98....3.8.16.4..9........4....5...26.9...68...7.......6.1.....7....,985614327716329854243785169432958671679431285851267943568143792327596418194872536,23,0.0
